layer,neuron,rank,subcomponent,connecting_weight,abs_weight
gate_proj,8859,41,9590,0.024053,0.024053
gate_proj,8859,42,4092,0.023698,0.023698
gate_proj,8859,43,17137,-0.023320,0.023320
gate_proj,8859,44,15905,0.021852,0.021852
gate_proj,8859,45,6855,-0.021852,0.021852
gate_proj,8859,46,18307,0.021441,0.021441
gate_proj,8859,47,6699,-0.021329,0.021329
gate_proj,8859,48,4435,0.021264,0.021264
gate_proj,8859,49,13240,-0.020990,0.020990
gate_proj,8859,50,21811,0.020928,0.020928
gate_proj,8887,1,3408,-0.062993,0.062993
gate_proj,8887,2,13196,-0.056272,0.056272
gate_proj,8887,3,11141,0.054738,0.054738
gate_proj,8887,4,23529,0.052365,0.052365
gate_proj,8887,5,21330,-0.051477,0.051477
gate_proj,8887,6,4112,0.048882,0.048882
gate_proj,8887,7,11229,-0.048759,0.048759
gate_proj,8887,8,7737,0.043020,0.043020
gate_proj,8887,9,17747,-0.038904,0.038904
gate_proj,8887,10,4001,0.038271,0.038271
gate_proj,8887,11,4032,0.038265,0.038265
gate_proj,8887,12,7478,-0.035495,0.035495
gate_proj,8887,13,5147,-0.032452,0.032452
gate_proj,8887,14,12451,0.031567,0.031567
gate_proj,8887,15,6058,0.030890,0.030890
gate_proj,8887,16,12614,-0.030210,0.030210
gate_proj,8887,17,5101,0.029876,0.029876
gate_proj,8887,18,17137,-0.029478,0.029478
gate_proj,8887,19,8873,0.029104,0.029104
gate_proj,8887,20,6855,-0.028493,0.028493
gate_proj,8887,21,7548,-0.027925,0.027925
gate_proj,8887,22,5185,-0.027027,0.027027
gate_proj,8887,23,20655,0.026931,0.026931
gate_proj,8887,24,3175,0.026725,0.026725
gate_proj,8887,25,18221,0.026366,0.026366
gate_proj,8887,26,10567,-0.025571,0.025571
gate_proj,8887,27,19599,0.024766,0.024766
gate_proj,8887,28,23771,0.024632,0.024632
gate_proj,8887,29,23781,0.024537,0.024537
gate_proj,8887,30,15905,0.024163,0.024163
gate_proj,8887,31,5420,0.024126,0.024126
gate_proj,8887,32,16401,0.023938,0.023938
gate_proj,8887,33,11151,-0.023577,0.023577
gate_proj,8887,34,6164,0.023191,0.023191
gate_proj,8887,35,23490,-0.022366,0.022366
gate_proj,8887,36,20915,0.022229,0.022229
gate_proj,8887,37,9590,-0.022007,0.022007
gate_proj,8887,38,17184,-0.021981,0.021981
gate_proj,8887,39,15132,0.021900,0.021900
gate_proj,8887,40,18311,-0.021325,0.021325
gate_proj,8887,41,2318,0.020790,0.020790
gate_proj,8887,42,23023,0.020556,0.020556
gate_proj,8887,43,6573,-0.019992,0.019992
gate_proj,8887,44,23606,-0.019833,0.019833
gate_proj,8887,45,4435,0.019692,0.019692
gate_proj,8887,46,2917,0.019363,0.019363
gate_proj,8887,47,16385,-0.019249,0.019249
gate_proj,8887,48,9832,-0.019236,0.019236
gate_proj,8887,49,1560,0.019175,0.019175
gate_proj,8887,50,4715,-0.019008,0.019008
gate_proj,3896,1,11229,-0.077150,0.077150
gate_proj,3896,2,3060,0.058917,0.058917
gate_proj,3896,3,3408,0.057293,0.057293
gate_proj,3896,4,8673,0.049384,0.049384
gate_proj,3896,5,7478,-0.039505,0.039505
gate_proj,3896,6,4112,0.038705,0.038705
gate_proj,3896,7,10567,0.037781,0.037781
gate_proj,3896,8,21330,-0.035884,0.035884
gate_proj,3896,9,23755,0.035566,0.035566
gate_proj,3896,10,2917,-0.034617,0.034617
gate_proj,3896,11,17747,-0.034528,0.034528
gate_proj,3896,12,1304,0.033954,0.033954
gate_proj,3896,13,4435,0.033334,0.033334
gate_proj,3896,14,20915,0.032799,0.032799
gate_proj,3896,15,4032,0.031955,0.031955
gate_proj,3896,16,17117,-0.031625,0.031625
gate_proj,3896,17,6573,0.031428,0.031428
gate_proj,3896,18,10720,-0.030337,0.030337
gate_proj,3896,19,9590,0.030047,0.030047
gate_proj,3896,20,11787,0.029272,0.029272
gate_proj,3896,21,13196,0.028641,0.028641
gate_proj,3896,22,4715,0.027871,0.027871
gate_proj,3896,23,8873,-0.027005,0.027005
gate_proj,3896,24,23529,0.026949,0.026949
gate_proj,3896,25,11474,-0.026175,0.026175
gate_proj,3896,26,2175,-0.026171,0.026171
gate_proj,3896,27,15905,0.026038,0.026038
gate_proj,3896,28,22776,0.025197,0.025197
gate_proj,3896,29,9789,0.024516,0.024516
gate_proj,3896,30,14990,-0.024308,0.024308
gate_proj,3896,31,20716,0.024175,0.024175
gate_proj,3896,32,23490,0.023875,0.023875
gate_proj,3896,33,7737,0.023584,0.023584
gate_proj,3896,34,6058,-0.023069,0.023069
gate_proj,3896,35,22384,-0.022997,0.022997
gate_proj,3896,36,9646,0.022828,0.022828
gate_proj,3896,37,6196,-0.022814,0.022814
gate_proj,3896,38,11141,0.021912,0.021912
gate_proj,3896,39,714,-0.021640,0.021640
gate_proj,3896,40,18610,-0.021226,0.021226
gate_proj,3896,41,12977,-0.021183,0.021183
gate_proj,3896,42,24411,-0.020969,0.020969
gate_proj,3896,43,8960,0.020719,0.020719
gate_proj,3896,44,15896,0.020329,0.020329
gate_proj,3896,45,13003,-0.020155,0.020155
gate_proj,3896,46,12133,0.020008,0.020008
gate_proj,3896,47,9832,0.019345,0.019345
gate_proj,3896,48,1398,0.019318,0.019318
gate_proj,3896,49,19259,-0.019310,0.019310
gate_proj,3896,50,17184,-0.019206,0.019206
gate_proj,12728,1,3060,0.148994,0.148994
gate_proj,12728,2,4435,0.098145,0.098145
gate_proj,12728,3,4032,0.091635,0.091635
gate_proj,12728,4,15765,0.086658,0.086658
gate_proj,12728,5,8673,0.078276,0.078276
gate_proj,12728,6,20915,0.076876,0.076876
gate_proj,12728,7,4112,0.075667,0.075667
gate_proj,12728,8,13196,-0.073817,0.073817
gate_proj,12728,9,16401,0.055773,0.055773
gate_proj,12728,10,23023,0.054967,0.054967
gate_proj,12728,11,20655,0.054432,0.054432
gate_proj,12728,12,9102,0.052234,0.052234
gate_proj,12728,13,12614,-0.048659,0.048659
gate_proj,12728,14,7478,-0.048629,0.048629
gate_proj,12728,15,3408,0.048044,0.048044
gate_proj,12728,16,714,-0.045711,0.045711
gate_proj,12728,17,7737,0.043996,0.043996
gate_proj,12728,18,23529,0.042784,0.042784
gate_proj,12728,19,14526,-0.041552,0.041552
gate_proj,12728,20,1304,0.041371,0.041371
gate_proj,12728,21,23087,-0.041099,0.041099
gate_proj,12728,22,1604,0.040553,0.040553
gate_proj,12728,23,5147,-0.038447,0.038447
gate_proj,12728,24,23139,-0.038368,0.038368
gate_proj,12728,25,24411,-0.037873,0.037873
gate_proj,12728,26,3939,0.037516,0.037516
gate_proj,12728,27,4092,0.037126,0.037126
gate_proj,12728,28,15441,0.036704,0.036704
gate_proj,12728,29,23869,0.035689,0.035689
gate_proj,12728,30,3908,0.034980,0.034980
gate_proj,12728,31,23771,0.033266,0.033266
gate_proj,12728,32,4001,0.032427,0.032427
gate_proj,12728,33,11151,-0.031819,0.031819
gate_proj,12728,34,23053,-0.030951,0.030951
gate_proj,12728,35,20796,0.030267,0.030267
gate_proj,12728,36,19599,-0.029141,0.029141
gate_proj,12728,37,8451,0.028671,0.028671
gate_proj,12728,38,3134,0.028398,0.028398
gate_proj,12728,39,15138,-0.028390,0.028390
gate_proj,12728,40,18221,0.027796,0.027796
gate_proj,12728,41,17747,-0.026476,0.026476
gate_proj,12728,42,11229,0.025783,0.025783
gate_proj,12728,43,16085,0.025704,0.025704
gate_proj,12728,44,5101,0.025495,0.025495
gate_proj,12728,45,6964,-0.025396,0.025396
gate_proj,12728,46,14143,-0.025212,0.025212
gate_proj,12728,47,2175,-0.024828,0.024828
gate_proj,12728,48,6699,0.024780,0.024780
gate_proj,12728,49,9590,0.024053,0.024053
gate_proj,12728,50,18836,0.023798,0.023798
gate_proj,2404,1,13196,-0.125008,0.125008
gate_proj,2404,2,15441,0.105684,0.105684
gate_proj,2404,3,3060,0.097325,0.097325
gate_proj,2404,4,4032,0.096756,0.096756
gate_proj,2404,5,3408,-0.094956,0.094956
gate_proj,2404,6,8673,0.092675,0.092675
gate_proj,2404,7,4001,0.083989,0.083989
gate_proj,2404,8,12614,-0.083474,0.083474
gate_proj,2404,9,4435,0.082399,0.082399
gate_proj,2404,10,20655,0.074964,0.074964
gate_proj,2404,11,20915,0.073805,0.073805
gate_proj,2404,12,23771,0.073318,0.073318
gate_proj,2404,13,11151,-0.063835,0.063835
gate_proj,2404,14,4112,0.061850,0.061850
gate_proj,2404,15,16401,0.060958,0.060958
gate_proj,2404,16,7478,-0.058996,0.058996
gate_proj,2404,17,1560,0.051543,0.051543
gate_proj,2404,18,23529,0.048695,0.048695
gate_proj,2404,19,12451,0.047937,0.047937
gate_proj,2404,20,7548,-0.041813,0.041813
gate_proj,2404,21,9102,0.041769,0.041769
gate_proj,2404,22,7737,0.040346,0.040346
gate_proj,2404,23,18836,0.040024,0.040024
gate_proj,2404,24,4092,0.038797,0.038797
gate_proj,2404,25,19507,0.037672,0.037672
gate_proj,2404,26,6699,0.036091,0.036091
gate_proj,2404,27,21330,-0.035638,0.035638
gate_proj,2404,28,17747,-0.035266,0.035266
gate_proj,2404,29,23023,0.034662,0.034662
gate_proj,2404,30,2796,0.033043,0.033043
gate_proj,2404,31,714,-0.030563,0.030563
gate_proj,2404,32,14526,-0.029577,0.029577
gate_proj,2404,33,11141,0.029394,0.029394
gate_proj,2404,34,8451,0.029351,0.029351
gate_proj,2404,35,19942,-0.028840,0.028840
gate_proj,2404,36,23490,-0.028741,0.028741
gate_proj,2404,37,23087,-0.027879,0.027879
gate_proj,2404,38,21811,0.027279,0.027279
gate_proj,2404,39,6964,-0.027253,0.027253
gate_proj,2404,40,22824,-0.027040,0.027040
gate_proj,2404,41,13240,0.026976,0.026976
gate_proj,2404,42,3939,0.026728,0.026728
gate_proj,2404,43,20796,0.025514,0.025514
gate_proj,2404,44,23161,0.025170,0.025170
gate_proj,2404,45,6511,0.023528,0.023528
gate_proj,2404,46,5101,0.023109,0.023109
gate_proj,2404,47,22465,-0.023054,0.023054
gate_proj,2404,48,8844,0.022995,0.022995
gate_proj,2404,49,23053,-0.021849,0.021849
gate_proj,2404,50,1034,-0.021777,0.021777
gate_proj,13492,1,3060,0.095545,0.095545
gate_proj,13492,2,4032,0.093161,0.093161
gate_proj,13492,3,12614,-0.082918,0.082918
gate_proj,13492,4,20915,0.080072,0.080072
gate_proj,13492,5,16401,0.069759,0.069759
gate_proj,13492,6,4435,0.067440,0.067440
gate_proj,13492,7,3408,0.061122,0.061122
gate_proj,13492,8,1304,0.058033,0.058033
gate_proj,13492,9,14143,-0.051761,0.051761
gate_proj,13492,10,15765,0.046926,0.046926
gate_proj,13492,11,13603,-0.045258,0.045258
gate_proj,13492,12,11151,-0.041746,0.041746
gate_proj,13492,13,9590,0.041690,0.041690
gate_proj,13492,14,8673,0.040678,0.040678
gate_proj,13492,15,19703,-0.038899,0.038899
gate_proj,13492,16,2175,-0.035942,0.035942
gate_proj,13492,17,23139,-0.035933,0.035933
gate_proj,13492,18,20655,0.035499,0.035499
gate_proj,13492,19,23023,0.031763,0.031763
gate_proj,13492,20,20796,0.030629,0.030629
gate_proj,13492,21,3908,0.027791,0.027791
gate_proj,13492,22,13196,-0.027317,0.027317
gate_proj,13492,23,6573,0.026903,0.026903
gate_proj,13492,24,23529,0.025983,0.025983
gate_proj,13492,25,11141,0.025624,0.025624
gate_proj,13492,26,16259,0.024208,0.024208
gate_proj,13492,27,4112,0.024074,0.024074
gate_proj,13492,28,17747,-0.023683,0.023683
gate_proj,13492,29,5437,-0.022877,0.022877
gate_proj,13492,30,12239,-0.022121,0.022121
gate_proj,13492,31,7478,-0.021567,0.021567
gate_proj,13492,32,9102,0.021096,0.021096
gate_proj,13492,33,7737,0.020893,0.020893
gate_proj,13492,34,17117,-0.020415,0.020415
gate_proj,13492,35,16385,-0.020395,0.020395
gate_proj,13492,36,563,0.020233,0.020233
gate_proj,13492,37,18836,0.020185,0.020185
gate_proj,13492,38,24411,-0.020015,0.020015
gate_proj,13492,39,23301,-0.019447,0.019447
gate_proj,13492,40,5037,0.018851,0.018851
gate_proj,13492,41,15348,-0.018754,0.018754
gate_proj,13492,42,23606,-0.018743,0.018743
gate_proj,13492,43,23087,-0.018279,0.018279
gate_proj,13492,44,23771,-0.018036,0.018036
gate_proj,13492,45,19451,0.017707,0.017707
gate_proj,13492,46,23161,0.017664,0.017664
gate_proj,13492,47,12008,0.017184,0.017184
gate_proj,13492,48,8408,-0.017041,0.017041
gate_proj,13492,49,1604,0.016876,0.016876
gate_proj,13492,50,20257,-0.016494,0.016494
up_proj,1712,1,3905,-0.102964,0.102964
up_proj,1712,2,10274,0.096799,0.096799
up_proj,1712,3,10141,0.078994,0.078994
up_proj,1712,4,9700,-0.063672,0.063672
up_proj,1712,5,14029,0.063553,0.063553
up_proj,1712,6,24399,0.052279,0.052279
up_proj,1712,7,19199,-0.046653,0.046653
up_proj,1712,8,17253,0.046226,0.046226
up_proj,1712,9,22842,0.044027,0.044027
up_proj,1712,10,11787,0.042588,0.042588
up_proj,1712,11,14601,-0.040125,0.040125
up_proj,1712,12,12675,0.039238,0.039238
up_proj,1712,13,5065,-0.038542,0.038542
up_proj,1712,14,3012,0.037464,0.037464
up_proj,1712,15,20165,-0.033411,0.033411
up_proj,1712,16,17660,-0.032567,0.032567
up_proj,1712,17,10825,0.032486,0.032486
up_proj,1712,18,12358,0.032014,0.032014
up_proj,1712,19,18232,-0.031712,0.031712
up_proj,1712,20,18415,0.030947,0.030947
up_proj,1712,21,5922,-0.030453,0.030453
up_proj,1712,22,7142,-0.028767,0.028767
up_proj,1712,23,22396,0.027682,0.027682
up_proj,1712,24,4099,-0.026993,0.026993
up_proj,1712,25,24276,-0.026673,0.026673
up_proj,1712,26,7443,-0.026171,0.026171
up_proj,1712,27,7510,-0.026150,0.026150
up_proj,1712,28,12194,0.025973,0.025973
up_proj,1712,29,906,0.025178,0.025178
up_proj,1712,30,16991,0.025070,0.025070
up_proj,1712,31,2505,0.024959,0.024959
up_proj,1712,32,729,-0.024719,0.024719
up_proj,1712,33,13296,0.023845,0.023845
up_proj,1712,34,10394,0.023608,0.023608
up_proj,1712,35,4306,0.023393,0.023393
up_proj,1712,36,14910,-0.022855,0.022855
up_proj,1712,37,7744,0.022701,0.022701
up_proj,1712,38,19358,0.022602,0.022602
up_proj,1712,39,8877,-0.021901,0.021901
up_proj,1712,40,19051,0.021474,0.021474
up_proj,1712,41,18308,-0.021115,0.021115
up_proj,1712,42,16444,-0.020585,0.020585
up_proj,1712,43,14174,-0.020446,0.020446
up_proj,1712,44,19018,0.020343,0.020343
up_proj,1712,45,15926,-0.020229,0.020229
up_proj,1712,46,6988,0.020146,0.020146
up_proj,1712,47,15051,0.020134,0.020134
up_proj,1712,48,10923,0.020093,0.020093
up_proj,1712,49,7305,-0.019524,0.019524
up_proj,1712,50,3602,-0.019491,0.019491
up_proj,10297,1,10404,0.058779,0.058779
up_proj,10297,2,10274,0.058517,0.058517
up_proj,10297,3,23227,-0.055639,0.055639
up_proj,10297,4,15183,0.048447,0.048447
up_proj,10297,5,17253,0.044131,0.044131
up_proj,10297,6,22842,0.036967,0.036967
up_proj,10297,7,10141,0.035557,0.035557
up_proj,10297,8,3905,0.029779,0.029779
up_proj,10297,9,9700,-0.026311,0.026311
up_proj,10297,10,12194,-0.024076,0.024076
up_proj,10297,11,12358,0.023493,0.023493
up_proj,10297,12,20165,-0.023308,0.023308
up_proj,10297,13,19018,-0.023181,0.023181
up_proj,10297,14,14601,-0.020527,0.020527
up_proj,10297,15,12146,0.020244,0.020244
up_proj,10297,16,19956,-0.017992,0.017992
up_proj,10297,17,11787,0.017801,0.017801
up_proj,10297,18,21180,-0.017361,0.017361
up_proj,10297,19,20606,-0.016615,0.016615
up_proj,10297,20,906,-0.016479,0.016479
up_proj,10297,21,7744,0.016176,0.016176
up_proj,10297,22,5065,-0.016088,0.016088
up_proj,10297,23,7443,-0.015447,0.015447
up_proj,10297,24,12675,-0.014997,0.014997
up_proj,10297,25,17957,0.014632,0.014632
up_proj,10297,26,7773,-0.014483,0.014483
up_proj,10297,27,14350,-0.014232,0.014232
up_proj,10297,28,3194,-0.014123,0.014123
up_proj,10297,29,3487,0.013952,0.013952
up_proj,10297,30,3012,-0.013712,0.013712
up_proj,10297,31,5704,0.013698,0.013698
up_proj,10297,32,10133,-0.013630,0.013630
up_proj,10297,33,17524,-0.013388,0.013388
up_proj,10297,34,20515,-0.013267,0.013267
up_proj,10297,35,17660,-0.013177,0.013177
up_proj,10297,36,2810,-0.013097,0.013097
up_proj,10297,37,13617,-0.013004,0.013004
up_proj,10297,38,18308,-0.012929,0.012929
up_proj,10297,39,7997,-0.012608,0.012608
up_proj,10297,40,23500,-0.012551,0.012551
up_proj,10297,41,19640,-0.012320,0.012320
up_proj,10297,42,11031,-0.012135,0.012135
up_proj,10297,43,6275,-0.012075,0.012075
up_proj,10297,44,707,0.011962,0.011962
up_proj,10297,45,11093,0.011847,0.011847
up_proj,10297,46,536,-0.011812,0.011812
up_proj,10297,47,10014,-0.011806,0.011806
up_proj,10297,48,3128,-0.011791,0.011791
up_proj,10297,49,10825,-0.011596,0.011596
up_proj,10297,50,14462,-0.011499,0.011499
up_proj,8859,1,1246,-0.073192,0.073192
up_proj,8859,2,9700,0.064749,0.064749
up_proj,8859,3,6499,-0.062080,0.062080
up_proj,8859,4,10404,0.059093,0.059093
up_proj,8859,5,18232,-0.050802,0.050802
up_proj,8859,6,10014,0.048002,0.048002
up_proj,8859,7,5065,-0.041946,0.041946
up_proj,8859,8,14944,0.040792,0.040792
up_proj,8859,9,1012,0.038995,0.038995
up_proj,8859,10,19956,-0.036798,0.036798
up_proj,8859,11,6951,0.035446,0.035446
up_proj,8859,12,17524,0.033375,0.033375
up_proj,8859,13,14601,0.033367,0.033367
up_proj,8859,14,23227,-0.032892,0.032892
up_proj,8859,15,12358,0.032168,0.032168
up_proj,8859,16,15183,0.031724,0.031724
up_proj,8859,17,21158,-0.030536,0.030536
up_proj,8859,18,2505,-0.029953,0.029953
up_proj,8859,19,6573,-0.027071,0.027071
up_proj,8859,20,7773,0.026790,0.026790
up_proj,8859,21,14029,-0.026263,0.026263
up_proj,8859,22,23563,-0.025496,0.025496
up_proj,8859,23,12675,-0.025477,0.025477
up_proj,8859,24,595,-0.025421,0.025421
up_proj,8859,25,17807,-0.024449,0.024449
up_proj,8859,26,19640,0.024210,0.024210
up_proj,8859,27,5704,0.024197,0.024197
up_proj,8859,28,3905,0.023792,0.023792
up_proj,8859,29,11127,-0.023693,0.023693
up_proj,8859,30,10923,0.023368,0.023368
up_proj,8859,31,9203,0.023104,0.023104
up_proj,8859,32,8944,0.022877,0.022877
up_proj,8859,33,23548,-0.022202,0.022202
up_proj,8859,34,10274,-0.022073,0.022073
up_proj,8859,35,2810,0.021735,0.021735
up_proj,8859,36,17957,-0.021486,0.021486
up_proj,8859,37,14462,-0.021058,0.021058
up_proj,8859,38,19132,-0.019990,0.019990
up_proj,8859,39,2579,0.019288,0.019288
up_proj,8859,40,10149,-0.018881,0.018881
up_proj,8859,41,15685,-0.018435,0.018435
up_proj,8859,42,18304,0.018216,0.018216
up_proj,8859,43,17253,0.017839,0.017839
up_proj,8859,44,20645,-0.017811,0.017811
up_proj,8859,45,8297,-0.017739,0.017739
up_proj,8859,46,3990,-0.017642,0.017642
up_proj,8859,47,10854,0.016611,0.016611
up_proj,8859,48,12194,-0.016493,0.016493
up_proj,8859,49,18308,0.016053,0.016053
up_proj,8859,50,10220,-0.016008,0.016008
up_proj,8887,1,23227,-0.055165,0.055165
up_proj,8887,2,15183,0.052161,0.052161
up_proj,8887,3,10404,0.048276,0.048276
up_proj,8887,4,12194,-0.026249,0.026249
up_proj,8887,5,17253,0.026010,0.026010
up_proj,8887,6,12358,0.025760,0.025760
up_proj,8887,7,18613,-0.025093,0.025093
up_proj,8887,8,5065,-0.024668,0.024668
up_proj,8887,9,17256,0.023346,0.023346
up_proj,8887,10,3194,0.022412,0.022412
up_proj,8887,11,18232,-0.021764,0.021764
up_proj,8887,12,10825,0.021663,0.021663
up_proj,8887,13,1246,-0.021401,0.021401
up_proj,8887,14,17957,-0.020559,0.020559
up_proj,8887,15,10014,0.019742,0.019742
up_proj,8887,16,16068,-0.019521,0.019521
up_proj,8887,17,17524,0.018695,0.018695
up_proj,8887,18,6499,-0.017676,0.017676
up_proj,8887,19,18403,-0.017477,0.017477
up_proj,8887,20,5242,-0.017301,0.017301
up_proj,8887,21,20606,0.016565,0.016565
up_proj,8887,22,4068,-0.016376,0.016376
up_proj,8887,23,21693,-0.015873,0.015873
up_proj,8887,24,3743,-0.015858,0.015858
up_proj,8887,25,24316,0.015667,0.015667
up_proj,8887,26,10619,0.015539,0.015539
up_proj,8887,27,22273,-0.015478,0.015478
